season,week,celebrity_name,fan_vote_share,method
9,3,Louie Vito,0.07359198035092222,percent
9,3,Michael Irvin,0.10217772663973289,percent
9,3,Joanna Krupa,0.08139613545850954,percent
9,3,Tom DeLay,0.06580259447059725,percent
9,3,Aaron Carter,0.0976077747824379,percent
9,3,Mya,0.06782437582947745,percent
9,3,Donny Osmond,0.08427962160762756,percent
9,3,Kelly Osbourne,0.0920466978924156,percent
9,4,Melissa Joan Hart,0.10209086154798616,percent
9,4,Mark Dacascos,0.08267981914569858,percent
9,4,Chuck Liddell,0.07094755272773685,percent
9,4,Natalie Coughlin,0.07795629131559566,percent
9,4,Louie Vito,0.07668195117197135,percent
9,4,Michael Irvin,0.10238089375105497,percent
9,4,Joanna Krupa,0.09630865053520264,percent
9,4,Aaron Carter,0.10217680837725779,percent
9,4,Mya,0.08569840877808978,percent
9,4,Donny Osmond,0.0973060996224556,percent
9,4,Kelly Osbourne,0.10577266302695057,percent
9,5,Melissa Joan Hart,0.09586597487523046,percent
9,5,Mark Dacascos,0.12290965227919434,percent
9,5,Natalie Coughlin,0.066095992294096,percent
9,5,Louie Vito,0.11251290760835639,percent
9,5,Michael Irvin,0.10133404047367808,percent
9,5,Joanna Krupa,0.11790477645023516,percent
9,5,Aaron Carter,0.09945542192442172,percent
9,5,Mya,0.08293860875026435,percent
9,5,Donny Osmond,0.10751754531571645,percent
9,5,Kelly Osbourne,0.09346508002880709,percent
9,6,Melissa Joan Hart,0.0168171966469563,percent
9,6,Mark Dacascos,0.11499994430880396,percent
9,6,Louie Vito,0.01681883885867163,percent
9,6,Michael Irvin,0.16485381279692,percent
9,6,Joanna Krupa,0.1420733744708866,percent
9,6,Aaron Carter,0.1294095608658911,percent
9,6,Mya,0.12952437153374452,percent
9,6,Donny Osmond,0.12263788641472471,percent
9,6,Kelly Osbourne,0.16286501410340104,percent
9,7,Mark Dacascos,0.029932771145973952,percent
9,7,Michael Irvin,0.01853455555600034,percent
9,7,Joanna Krupa,0.1944063298427695,percent
9,7,Aaron Carter,0.18929552174528527,percent
9,7,Mya,0.19614680355618228,percent
9,7,Donny Osmond,0.18804329271724435,percent
9,7,Kelly Osbourne,0.1836407254365443,percent
9,8,Joanna Krupa,0.17999085119316557,percent
9,8,Aaron Carter,0.18169217036778376,percent
9,8,Mya,0.22021662856782698,percent
9,8,Donny Osmond,0.1981365502364187,percent
9,8,Kelly Osbourne,0.21996379963480495,percent
9,9,Joanna Krupa,0.18350889175648863,percent
9,9,Mya,0.27678795582046156,percent
9,9,Donny Osmond,0.24629913831992006,percent
9,9,Kelly Osbourne,0.2934040141031297,percent
9,10,Mya,0.3231028638278684,percent
9,10,Donny Osmond,0.2956571108219259,percent
9,10,Kelly Osbourne,0.3812400253502057,percent
10,1,Aiden Turner,0.07816596450054533,percent
10,1,Shannen Doherty,0.08695538562398482,percent
10,1,Niecy Nash,0.0971121008781801,percent
10,1,Buzz Aldrin,0.04431186600091378,percent
10,1,Chad Ochocinco,0.020706061078485355,percent
10,1,Evan Lysacek,0.174943535209744,percent
10,1,Pamela Anderson,0.04121740015395669,percent
10,1,Nicole Scherzinger,0.05666685010746916,percent
10,1,Erin Andrews,0.13794362545012767,percent
10,1,Kate Gosselin,0.05536699200039784,percent
10,1,Jake Pavelka,0.20661021899619522,percent
10,2,Aiden Turner,0.09839039545999097,percent
10,2,Shannen Doherty,0.05534673495256057,percent
10,2,Niecy Nash,0.09393096905546362,percent
10,2,Buzz Aldrin,0.0970232349339579,percent
10,2,Chad Ochocinco,0.08988100290643126,percent
10,2,Evan Lysacek,0.0842319415454223,percent
10,2,Pamela Anderson,0.11217226371150593,percent
10,2,Nicole Scherzinger,0.06951708432621845,percent
10,2,Erin Andrews,0.08619024188208144,percent
10,2,Kate Gosselin,0.08607252078718564,percent
10,2,Jake Pavelka,0.12724361043918186,percent
10,3,Aiden Turner,0.10351833589210944,percent
10,3,Niecy Nash,0.08435980749633266,percent
10,3,Buzz Aldrin,0.10168071639344059,percent
10,3,Chad Ochocinco,0.12220978372144398,percent
10,3,Evan Lysacek,0.07213529744640744,percent
10,3,Pamela Anderson,0.11814149200588411,percent
10,3,Nicole Scherzinger,0.0890466914324142,percent
10,3,Erin Andrews,0.08015254682089346,percent
10,3,Kate Gosselin,0.11630668272544836,percent
10,3,Jake Pavelka,0.11244864606562585,percent
10,4,Aiden Turner,0.08625242313087879,percent
10,4,Niecy Nash,0.1117628369631953,percent
10,4,Chad Ochocinco,0.13932516582626675,percent
10,4,Evan Lysacek,0.13577055570911956,percent
10,4,Pamela Anderson,0.08861005692204957,percent
10,4,Nicole Scherzinger,0.10484352484997986,percent
10,4,Erin Andrews,0.11489511408632719,percent
10,4,Kate Gosselin,0.1185201515380992,percent
10,4,Jake Pavelka,0.1000201709740839,percent
10,5,Niecy Nash,0.14196656261365304,percent
10,5,Chad Ochocinco,0.11807004079865079,percent
10,5,Evan Lysacek,0.13018428114036992,percent
10,5,Pamela Anderson,0.12722368049462335,percent
10,5,Nicole Scherzinger,0.11590049154739014,percent
10,5,Erin Andrews,0.13851260286563638,percent
10,5,Kate Gosselin,0.12115584441445748,percent
10,5,Jake Pavelka,0.10698649612521903,percent
10,6,Niecy Nash,0.14248209229036593,percent
10,6,Chad Ochocinco,0.13561312413037363,percent
10,6,Evan Lysacek,0.16553865454783698,percent
10,6,Pamela Anderson,0.14007055028468396,percent
10,6,Nicole Scherzinger,0.12542134887878256,percent
10,6,Erin Andrews,0.17036881089219455,percent
10,6,Jake Pavelka,0.12050541897576234,percent
10,7,Niecy Nash,0.15761043337138236,percent
10,7,Chad Ochocinco,0.16390047503094646,percent
10,7,Evan Lysacek,0.18120805171652773,percent
10,7,Pamela Anderson,0.1358944115523962,percent
10,7,Nicole Scherzinger,0.1532687266525648,percent
10,7,Erin Andrews,0.20811790167618252,percent
10,8,Niecy Nash,0.16747946503113456,percent
10,8,Chad Ochocinco,0.19483417439901532,percent
10,8,Evan Lysacek,0.2237740917549998,percent
10,8,Nicole Scherzinger,0.17527849514443541,percent
10,8,Erin Andrews,0.23863377367041494,percent
10,9,Chad Ochocinco,0.21774422499746066,percent
10,9,Evan Lysacek,0.2728089550173148,percent
10,9,Nicole Scherzinger,0.2218966441983129,percent
10,9,Erin Andrews,0.2875501757869118,percent
10,10,Evan Lysacek,0.36182828239921866,percent
10,10,Nicole Scherzinger,0.271173505157622,percent
10,10,Erin Andrews,0.3669982124431593,percent
11,1,David Hasselhoff,0.05407939557095828,percent
11,1,Florence Henderson,0.051916804847584076,percent
11,1,Kyle Massey,0.09454005062997523,percent
11,1,Jennifer Grey,0.08697247111459791,percent
11,1,Rick Fox,0.09692945692896913,percent
11,1,Kurt Warner,0.08910665918858116,percent
11,1,Margaret Cho,0.07770944430772712,percent
11,1,Michael Bolton,0.06910035000129298,percent
11,1,Brandy,0.1041654302906727,percent
11,1,The Situation,0.07464103968499423,percent
11,1,Audrina Patridge,0.09474417909130689,percent
11,1,Bristol Palin,0.1060947183433403,percent
11,2,Florence Henderson,0.06917366710500633,percent
11,2,Kyle Massey,0.09231823604511322,percent
11,2,Jennifer Grey,0.08956087908433298,percent
11,2,Rick Fox,0.0832909642780103,percent
11,2,Kurt Warner,0.08277665265554043,percent
11,2,Margaret Cho,0.10135104274969882,percent
11,2,Michael Bolton,0.07541813072825915,percent
11,2,Brandy,0.1052388687569583,percent
11,2,The Situation,0.10360283300403968,percent
11,2,Audrina Patridge,0.10673144118143904,percent
11,2,Bristol Palin,0.09053728441160178,percent
11,3,Florence Henderson,0.10870394869217984,percent
11,3,Kyle Massey,0.08483541998653207,percent
11,3,Jennifer Grey,0.11571290233593956,percent
11,3,Rick Fox,0.10327179544517422,percent
11,3,Kurt Warner,0.13240775211586667,percent
11,3,Margaret Cho,0.08097728503101197,percent
11,3,Brandy,0.09768552271173608,percent
11,3,The Situation,0.07905510518763682,percent
11,3,Audrina Patridge,0.09538715851951898,percent
11,3,Bristol Palin,0.1019631099744039,percent
11,4,Florence Henderson,0.09981865013414766,percent
11,4,Kyle Massey,0.0982229970003207,percent
11,4,Jennifer Grey,0.1298076895747442,percent
11,4,Rick Fox,0.12284284363196858,percent
11,4,Kurt Warner,0.1129105569369929,percent
11,4,Brandy,0.12732291448639008,percent
11,4,The Situation,0.08909084296485638,percent
11,4,Audrina Patridge,0.10714510181531992,percent
11,4,Bristol Palin,0.11283840345525976,percent
11,5,Florence Henderson,0.10851105696058709,percent
11,5,Kyle Massey,0.12369449358529017,percent
11,5,Jennifer Grey,0.13497338110871193,percent
11,5,Rick Fox,0.13542119001676506,percent
11,5,Kurt Warner,0.13472097600846647,percent
11,5,Brandy,0.10988768159985147,percent
11,5,Audrina Patridge,0.12144524193451756,percent
11,5,Bristol Palin,0.13134597878581028,percent
11,6,Kyle Massey,0.16749808425940674,percent
11,6,Jennifer Grey,0.1543675639092132,percent
11,6,Rick Fox,0.13864738918980365,percent
11,6,Kurt Warner,0.16131764628304865,percent
11,6,Brandy,0.11381088218008996,percent
11,6,Audrina Patridge,0.11195457512267043,percent
11,6,Bristol Palin,0.15240385905576745,percent
11,7,Kyle Massey,0.18726043693324784,percent
11,7,Jennifer Grey,0.1908887248174969,percent
11,7,Rick Fox,0.12988201205146446,percent
11,7,Kurt Warner,0.15544939832031193,percent
11,7,Brandy,0.15377033824446934,percent
11,7,Bristol Palin,0.1827490896330094,percent
11,8,Kyle Massey,0.22914390506602522,percent
11,8,Jennifer Grey,0.2258363366712154,percent
11,8,Kurt Warner,0.1596330203320649,percent
11,8,Brandy,0.16263920310705035,percent
11,8,Bristol Palin,0.2227475348236442,percent
11,9,Kyle Massey,0.2527411296104606,percent
11,9,Jennifer Grey,0.2713725673425889,percent
11,9,Brandy,0.1837729553798557,percent
11,9,Bristol Palin,0.2921133476670948,percent
11,10,Kyle Massey,0.31261735327498175,percent
11,10,Jennifer Grey,0.34312823525612235,percent
11,10,Bristol Palin,0.34425441146889607,percent
12,1,Ralph Macchio,0.0950166791776224,percent
12,1,Chelsea Kane,0.13815039008590999,percent
12,1,Kirstie Alley,0.12610699526070318,percent
12,1,Hines Ward,0.18353651972559792,percent
12,1,Sugar Ray Leonard,0.0070619605276349496,percent
12,1,Chris Jericho,0.0917226145663753,percent
12,1,Petra Nemcova,0.12146765081752771,percent
12,1,Mike Catherwood,0.006802751513955944,percent
12,1,Romeo,0.004725903560173704,percent
12,1,Wendy Williams,0.0995392371091921,percent
12,1,Kendra Wilkinson,0.12586929765530702,percent
12,2,Ralph Macchio,0.09010565157869845,percent
12,2,Chelsea Kane,0.10738494541495237,percent
12,2,Kirstie Alley,0.08239721559971397,percent
12,2,Hines Ward,0.1204256357200817,percent
12,2,Sugar Ray Leonard,0.08521406469345583,percent
12,2,Chris Jericho,0.1038640986380933,percent
12,2,Petra Nemcova,0.07411520542905659,percent
12,2,Mike Catherwood,0.0631613189241856,percent
12,2,Romeo,0.07225103130837754,percent
12,2,Wendy Williams,0.09646156863557007,percent
12,2,Kendra Wilkinson,0.10461926405781459,percent
12,3,Ralph Macchio,0.10561547718213847,percent
12,3,Chelsea Kane,0.09873440754091023,percent
12,3,Kirstie Alley,0.11819820476307617,percent
12,3,Hines Ward,0.10107400919997847,percent
12,3,Sugar Ray Leonard,0.1055586645501926,percent
12,3,Chris Jericho,0.09955251334970104,percent
12,3,Petra Nemcova,0.07998873470277985,percent
12,3,Romeo,0.08889672086350817,percent
12,3,Wendy Williams,0.07242830299035426,percent
12,3,Kendra Wilkinson,0.12995296485736083,percent
12,4,Ralph Macchio,0.13683705805896118,percent
12,4,Chelsea Kane,0.11006636541166001,percent
12,4,Kirstie Alley,0.10927960218844468,percent
12,4,Hines Ward,0.09427909121004845,percent
12,4,Sugar Ray Leonard,0.0979742419849364,percent
12,4,Chris Jericho,0.11815856771355222,percent
12,4,Petra Nemcova,0.09863659174862528,percent
12,4,Romeo,0.11529397038885394,percent
12,4,Kendra Wilkinson,0.11947451129491785,percent
12,5,Ralph Macchio,0.14446364052453284,percent
12,5,Chelsea Kane,0.13142529713296341,percent
12,5,Kirstie Alley,0.1242603152532486,percent
12,5,Hines Ward,0.11815816695814658,percent
12,5,Chris Jericho,0.1186541868233991,percent
12,5,Petra Nemcova,0.10860078230593753,percent
12,5,Romeo,0.12743963913067602,percent
12,5,Kendra Wilkinson,0.12699797187109593,percent
12,6,Ralph Macchio,0.1585032270006269,percent
12,6,Chelsea Kane,0.16597906206426394,percent
12,6,Kirstie Alley,0.1531415365492864,percent
12,6,Hines Ward,0.13717197819228702,percent
12,6,Chris Jericho,0.12609506790362698,percent
12,6,Romeo,0.13236100393971514,percent
12,6,Kendra Wilkinson,0.12674812435019356,percent
12,7,Ralph Macchio,0.1715277940090368,percent
12,7,Chelsea Kane,0.2006934087707084,percent
12,7,Kirstie Alley,0.17916897664324646,percent
12,7,Hines Ward,0.1734103846293337,percent
12,7,Romeo,0.1404972725444613,percent
12,7,Kendra Wilkinson,0.1347021634032134,percent
12,8,Ralph Macchio,0.18765751854844473,percent
12,8,Chelsea Kane,0.24221622257191344,percent
12,8,Kirstie Alley,0.21395742864458583,percent
12,8,Hines Ward,0.218110548467655,percent
12,8,Romeo,0.13805828176740104,percent
12,9,Ralph Macchio,0.2026847042178328,percent
12,9,Chelsea Kane,0.294189739023655,percent
12,9,Kirstie Alley,0.24709353399446193,percent
12,9,Hines Ward,0.2560320227640504,percent
12,10,Chelsea Kane,0.36448763984265165,percent
12,10,Kirstie Alley,0.3203838822051936,percent
12,10,Hines Ward,0.31512847795215476,percent
13,1,Elisabetta Canalis,0.07882392800081887,percent
13,1,David Arquette,0.0774824357466328,percent
13,1,Ricki Lake,0.10807826432853027,percent
13,1,J.R. Martinez,0.0868583165566693,percent
13,1,Metta World Peace (Ron),0.044921442382808645,percent
13,1,Hope Solo,0.08900361995167098,percent
13,1,Chynna Phillips,0.0728187074623024,percent
13,1,Kristin Cavallari,0.07596299376938213,percent
13,1,Carson Kressley,0.10622795488806383,percent
13,1,Chaz Bono,0.07488555076071635,percent
13,1,Nancy Grace,0.1031745381465526,percent
13,1,Rob Kardashian,0.0817622480058519,percent
13,2,Elisabetta Canalis,0.0650145148466758,percent
13,2,David Arquette,0.08274596980552985,percent
13,2,Ricki Lake,0.09790368016815446,percent
13,2,J.R. Martinez,0.10019585440718552,percent
13,2,Hope Solo,0.11215153078145818,percent
13,2,Chynna Phillips,0.06918055882173235,percent
13,2,Kristin Cavallari,0.09523401483083017,percent
13,2,Carson Kressley,0.084593113311761,percent
13,2,Chaz Bono,0.09279877382195968,percent
13,2,Nancy Grace,0.10471594504399782,percent
13,2,Rob Kardashian,0.09546604416071525,percent
13,3,David Arquette,0.08234518030316672,percent
13,3,Ricki Lake,0.09472288405768965,percent
13,3,J.R. Martinez,0.12819923235729572,percent
13,3,Hope Solo,0.1314307764197721,percent
13,3,Chynna Phillips,0.08343364987987026,percent
13,3,Kristin Cavallari,0.07010183571560984,percent
13,3,Carson Kressley,0.09601463173676249,percent
13,3,Chaz Bono,0.10004636576217694,percent
13,3,Nancy Grace,0.09589669556559369,percent
13,3,Rob Kardashian,0.11780874820206268,percent
13,4,David Arquette,0.10571787908879751,percent
13,4,Ricki Lake,0.10772366498091215,percent
13,4,J.R. Martinez,0.12670492160236435,percent
13,4,Hope Solo,0.12149700527377888,percent
13,4,Chynna Phillips,0.0797769301010275,percent
13,4,Carson Kressley,0.08965815772788752,percent
13,4,Chaz Bono,0.10986443589006957,percent
13,4,Nancy Grace,0.12976207498439152,percent
13,4,Rob Kardashian,0.12929493035077105,percent
13,5,David Arquette,0.12372074119233767,percent
13,5,Ricki Lake,0.12504263380551095,percent
13,5,J.R. Martinez,0.15728583244730077,percent
13,5,Hope Solo,0.132586510316177,percent
13,5,Carson Kressley,0.08707626794091747,percent
13,5,Chaz Bono,0.10910777402669383,percent
13,5,Nancy Grace,0.14197795843008273,percent
13,5,Rob Kardashian,0.12320228184097966,percent
13,6,David Arquette,0.1358738652865361,percent
13,6,Ricki Lake,0.1550435007229318,percent
13,6,J.R. Martinez,0.13761653558378123,percent
13,6,Hope Solo,0.15274578048598036,percent
13,6,Chaz Bono,0.12252278470071619,percent
13,6,Nancy Grace,0.135345452566168,percent
13,6,Rob Kardashian,0.16085208065388634,percent
13,7,David Arquette,0.1313172159924673,percent
13,7,Ricki Lake,0.21156342256596425,percent
13,7,J.R. Martinez,0.17649184879695884,percent
13,7,Hope Solo,0.14356330963467503,percent
13,7,Nancy Grace,0.14585053617958044,percent
13,7,Rob Kardashian,0.1912136668303542,percent
13,8,Ricki Lake,0.2448628870484207,percent
13,8,J.R. Martinez,0.21593952072000774,percent
13,8,Hope Solo,0.1751419191500708,percent
13,8,Nancy Grace,0.1460995647847755,percent
13,8,Rob Kardashian,0.21795610829672507,percent
13,9,Ricki Lake,0.2921335575615789,percent
13,9,J.R. Martinez,0.25946588558912503,percent
13,9,Hope Solo,0.1649448533269474,percent
13,9,Rob Kardashian,0.28345570352234867,percent
13,10,Ricki Lake,0.3547606228396646,percent
13,10,J.R. Martinez,0.2976104587315517,percent
13,10,Rob Kardashian,0.34762891842878363,percent
14,1,William Levy,0.10700085163741321,percent
14,1,Jack Wagner,0.10359825458407422,percent
14,1,Sherri Sheperd,0.0923944812678974,percent
14,1,Jaleel White,0.008606322394556177,percent
14,1,Roshon Fegan,0.05191690164447753,percent
14,1,Melissa Gilbert,0.120172714662906,percent
14,1,Martina Navratilova,0.10368313540370545,percent
14,1,Donald Driver,0.11069349436725,percent
14,1,Gavin DeGraw,0.04296856507024067,percent
14,1,Gladys Knight,0.1145267358829979,percent
14,1,Katherine Jenkins,0.14082248374606862,percent
14,1,Maria Menounos,0.0036160593384126794,percent
14,2,William Levy,0.06174542538707842,percent
14,2,Jack Wagner,0.09517115188332043,percent
14,2,Sherri Sheperd,0.07843274592623796,percent
14,2,Jaleel White,0.10632625026114864,percent
14,2,Roshon Fegan,0.07472034655638997,percent
14,2,Melissa Gilbert,0.07937911042666762,percent
14,2,Martina Navratilova,0.07310752222638159,percent
14,2,Donald Driver,0.08866420462258395,percent
14,2,Gavin DeGraw,0.10939909930460195,percent
14,2,Gladys Knight,0.07919070171311964,percent
14,2,Katherine Jenkins,0.09073684162874063,percent
14,2,Maria Menounos,0.0631266000637294,percent
14,3,William Levy,0.08133744316321914,percent
14,3,Jack Wagner,0.06637169534037748,percent
14,3,Sherri Sheperd,0.08547732886846782,percent
14,3,Jaleel White,0.08153334897731924,percent
14,3,Roshon Fegan,0.09811712550259374,percent
14,3,Melissa Gilbert,0.0793508925589618,percent
14,3,Donald Driver,0.09537493870175473,percent
14,3,Gavin DeGraw,0.13005065597242016,percent
14,3,Gladys Knight,0.0845305041724784,percent
14,3,Katherine Jenkins,0.09186635371052057,percent
14,3,Maria Menounos,0.10598971303188695,percent
14,4,William Levy,0.10167723196192084,percent
14,4,Sherri Sheperd,0.06619526850666156,percent
14,4,Jaleel White,0.09816384829688549,percent
14,4,Roshon Fegan,0.0895488271111456,percent
14,4,Melissa Gilbert,0.09722206586146745,percent
14,4,Donald Driver,0.0871888122222141,percent
14,4,Gavin DeGraw,0.11551902234400278,percent
14,4,Gladys Knight,0.09889635655892488,percent
14,4,Katherine Jenkins,0.12217223558492797,percent
14,4,Maria Menounos,0.12341633155184929,percent
14,5,William Levy,0.12697320287161987,percent
14,5,Jaleel White,0.08226834898729234,percent
14,5,Roshon Fegan,0.10625294256617507,percent
14,5,Melissa Gilbert,0.12120886884298397,percent
14,5,Donald Driver,0.10176625011154092,percent
14,5,Gavin DeGraw,0.10447978606472534,percent
14,5,Gladys Knight,0.11699950503034615,percent
14,5,Katherine Jenkins,0.10400171300828177,percent
14,5,Maria Menounos,0.13604938251703474,percent
14,6,William Levy,0.13882409591996372,percent
14,6,Jaleel White,0.11746770679448354,percent
14,6,Roshon Fegan,0.11836258985192577,percent
14,6,Melissa Gilbert,0.12307206954295635,percent
14,6,Donald Driver,0.14218585436465414,percent
14,6,Gladys Knight,0.10760429111124925,percent
14,6,Katherine Jenkins,0.11806795622439664,percent
14,6,Maria Menounos,0.1344154361903706,percent
14,7,William Levy,0.1769598506466753,percent
14,7,Jaleel White,0.09950792556028715,percent
14,7,Roshon Fegan,0.12738571590879846,percent
14,7,Melissa Gilbert,0.11224180295496027,percent
14,7,Donald Driver,0.16166914975177232,percent
14,7,Katherine Jenkins,0.14691607894164857,percent
14,7,Maria Menounos,0.17531947623585795,percent
14,8,William Levy,0.23308954994817618,percent
14,8,Roshon Fegan,0.04329337444628044,percent
14,8,Melissa Gilbert,0.05854129090579399,percent
14,8,Donald Driver,0.22150243039070977,percent
14,8,Katherine Jenkins,0.2377572838401928,percent
14,8,Maria Menounos,0.2058160704688469,percent
14,9,William Levy,0.28045359417433846,percent
14,9,Donald Driver,0.27814039527580703,percent
14,9,Katherine Jenkins,0.2644875672665695,percent
14,9,Maria Menounos,0.17691844328328496,percent
14,10,William Levy,0.32637679176451906,percent
14,10,Donald Driver,0.3485498229791964,percent
14,10,Katherine Jenkins,0.3250733852562846,percent
15,1,Gilles Marini,0.07252495000618177,percent
15,1,Sabrina Bryan,0.0845880554990669,percent
15,1,Kirstie Alley,0.06627983910247663,percent
15,1,Kelly Monaco,0.08872275216896512,percent
15,1,Apolo Anton Ohno,0.08204991981801088,percent
15,1,Emmitt Smith,0.07913798385531737,percent
15,1,Shawn Johnson,0.08811092479961333,percent
15,1,Pamela Anderson,0.06242483220125816,percent
15,1,Helio Castroneves,0.060337699056685436,percent
15,1,Joey Fatone,0.07364870009019794,percent
15,1,Drew Lachey,0.07212857040851482,percent
15,1,Bristol Palin,0.0745639364576558,percent
15,1,Melissa Rycroft,0.09548183653605594,percent
15,2,Gilles Marini,0.09279924638774802,percent
15,2,Sabrina Bryan,0.08903820632294422,percent
15,2,Kirstie Alley,0.07642084236645409,percent
15,2,Kelly Monaco,0.07898895172073192,percent
15,2,Apolo Anton Ohno,0.09366376936260089,percent
15,2,Emmitt Smith,0.07455169555588598,percent
15,2,Shawn Johnson,0.08979961687873064,percent
15,2,Helio Castroneves,0.060189574382100014,percent
15,2,Joey Fatone,0.05786518512551804,percent
15,2,Drew Lachey,0.08268846276799116,percent
15,2,Bristol Palin,0.1158444329538134,percent
15,2,Melissa Rycroft,0.0881500161754816,percent
15,3,Gilles Marini,0.11405521224283204,percent
15,3,Sabrina Bryan,0.09758436595677299,percent
15,3,Kirstie Alley,0.10035572352788628,percent
15,3,Kelly Monaco,0.11041468424456713,percent
15,3,Apolo Anton Ohno,0.12332252528461207,percent
15,3,Emmitt Smith,0.09576122354644895,percent
15,3,Shawn Johnson,0.08958504734970574,percent
15,3,Helio Castroneves,0.021970933270332078,percent
15,3,Drew Lachey,0.02736651149472287,percent
15,3,Bristol Palin,0.10883896984512063,percent
15,3,Melissa Rycroft,0.11074480323699912,percent
15,4,Gilles Marini,0.13859264358902,percent
15,4,Sabrina Bryan,0.11058543500135272,percent
15,4,Kirstie Alley,0.10362045267412912,percent
15,4,Kelly Monaco,0.11431456949640663,percent
15,4,Apolo Anton Ohno,0.09815322738384478,percent
15,4,Emmitt Smith,0.14139267017731616,percent
15,4,Shawn Johnson,0.1069042527442447,percent
15,4,Bristol Palin,0.07047941082191671,percent
15,4,Melissa Rycroft,0.11595733811176899,percent
15,5,Gilles Marini,0.14301708868397947,percent
15,5,Sabrina Bryan,0.12801522388187334,percent
15,5,Kirstie Alley,0.05651550267540822,percent
15,5,Kelly Monaco,0.19207019746315065,percent
15,5,Apolo Anton Ohno,0.09453326847666224,percent
15,5,Emmitt Smith,0.1157729881381964,percent
15,5,Shawn Johnson,0.14503022327158407,percent
15,5,Melissa Rycroft,0.12504550740914566,percent
15,6,Gilles Marini,0.13906871135040266,percent
15,6,Sabrina Bryan,0.09213744729776799,percent
15,6,Kirstie Alley,0.11388212284857618,percent
15,6,Kelly Monaco,0.14559483302659515,percent
15,6,Apolo Anton Ohno,0.12803277604436059,percent
15,6,Emmitt Smith,0.1235740590389842,percent
15,6,Shawn Johnson,0.14789062716359822,percent
15,6,Melissa Rycroft,0.10981942322971512,percent
15,7,Gilles Marini,0.0736885268445224,percent
15,7,Kirstie Alley,0.03646412126445435,percent
15,7,Kelly Monaco,0.19554589108917136,percent
15,7,Apolo Anton Ohno,0.1890326407510523,percent
15,7,Emmitt Smith,0.12936773444368677,percent
15,7,Shawn Johnson,0.2396658418226723,percent
15,7,Melissa Rycroft,0.1362352437844407,percent
15,8,Gilles Marini,0.01472465624942477,percent
15,8,Kirstie Alley,0.03367944028469367,percent
15,8,Kelly Monaco,0.1808331071748113,percent
15,8,Apolo Anton Ohno,0.18432699944563416,percent
15,8,Emmitt Smith,0.19422002873921138,percent
15,8,Shawn Johnson,0.1915371574908949,percent
15,8,Melissa Rycroft,0.20067861061532988,percent
15,9,Kelly Monaco,0.2745392321589544,percent
15,9,Apolo Anton Ohno,0.0844142089672284,percent
15,9,Emmitt Smith,0.09581054496484499,percent
15,9,Shawn Johnson,0.3552393476785709,percent
15,9,Melissa Rycroft,0.1899966662304013,percent
15,10,Kelly Monaco,0.38488285284167123,percent
15,10,Shawn Johnson,0.3787443315509406,percent
15,10,Melissa Rycroft,0.2363728156073881,percent
16,1,Ingo Rademacher,0.0053172829432968985,percent
16,1,Zendaya,0.1312258185782182,percent
16,1,Dorothy Hamill,0.17247459688031708,percent
16,1,Victor Ortiz,0.08963308855591857,percent
16,1,Alexandra Raisman,0.04355957549323267,percent
16,1,Jacoby Jones,0.09622133585539833,percent
16,1,D. L. Hughley,0.040099939414093115,percent
16,1,Andy Dick,0.08053739728699846,percent
16,1,Wynonna Judd,0.029894049520308375,percent
16,1,Kellie Pickler,0.23395458049334764,percent
16,1,Lisa Vanderpump,0.07230341268288001,percent
16,1,Sean Lowe,0.004778922295990771,percent
16,2,Ingo Rademacher,0.027018591152339046,percent
16,2,Zendaya,0.08480365881605474,percent
16,2,Dorothy Hamill,0.19168930999458145,percent
16,2,Victor Ortiz,0.11623731952289938,percent
16,2,Alexandra Raisman,0.004766992090416922,percent
16,2,Jacoby Jones,0.11802723204279651,percent
16,2,D. L. Hughley,0.07040234862948888,percent
16,2,Andy Dick,0.13904783039143528,percent
16,2,Wynonna Judd,0.07385643878008243,percent
16,2,Kellie Pickler,0.1260044266901788,percent
16,2,Lisa Vanderpump,0.012507584107699083,percent
16,2,Sean Lowe,0.03563826778202737,percent
16,3,Ingo Rademacher,0.07336283273045423,percent
16,3,Zendaya,0.08139895953824434,percent
16,3,Victor Ortiz,0.10609449946621144,percent
16,3,Alexandra Raisman,0.0984493780073474,percent
16,3,Jacoby Jones,0.10446121950097796,percent
16,3,D. L. Hughley,0.08961230153222524,percent
16,3,Andy Dick,0.0920659366254112,percent
16,3,Wynonna Judd,0.08689893243860208,percent
16,3,Kellie Pickler,0.09378938578101566,percent
16,3,Lisa Vanderpump,0.09823227244732581,percent
16,3,Sean Lowe,0.07563428193218452,percent
16,4,Ingo Rademacher,0.09638571588999023,percent
16,4,Zendaya,0.09617105626648377,percent
16,4,Victor Ortiz,0.10635736255771157,percent
16,4,Alexandra Raisman,0.1010995969386026,percent
16,4,Jacoby Jones,0.11321188882131802,percent
16,4,D. L. Hughley,0.09290437177286567,percent
16,4,Andy Dick,0.09006171123823524,percent
16,4,Kellie Pickler,0.12178216280577409,percent
16,4,Lisa Vanderpump,0.09087628025002716,percent
16,4,Sean Lowe,0.09114985345899165,percent
16,5,Ingo Rademacher,0.0922841803021455,percent
16,5,Zendaya,0.11041330119394058,percent
16,5,Victor Ortiz,0.12302003713577822,percent
16,5,Alexandra Raisman,0.09344352096343239,percent
16,5,Jacoby Jones,0.11758440235733432,percent
