season,name,mean_delta,placement_rank,placement_percent,Y_diff,actual_placement,category,delta_bin,Y_abs
23,Jana Kramer,0.002037172629645308,4,3,-1,4,Neutral,"(-0.00476, 0.00443]",1
23,Vanilla Ice,0.015736986543042033,3,2,-1,10,Fan-Favored,"(0.0136, 0.0228]",1
23,Laurie Hernandez,0.0011244015061599708,2,9,7,1,Neutral,"(-0.00476, 0.00443]",7
23,Terra Jole,-0.00482535977370586,1,4,3,5,Neutral,"(-0.0139, -0.00476]",3
24,Chris Kattan,-0.02735196544963177,12,12,0,12,Judge-Favored,"(-0.0323, -0.0231]",0
24,Mr. T,-0.0018471277262562917,11,11,0,10,Neutral,"(-0.00476, 0.00443]",0
24,Charo,-0.015528542762906048,10,10,0,11,Judge-Favored,"(-0.0231, -0.0139]",0
24,Erika Jayne,0.013081068736185045,9,9,0,9,Neutral,"(0.00443, 0.0136]",0
24,David Ross,0.01971418028961433,8,8,0,2,Fan-Favored,"(0.0136, 0.0228]",0
24,Nick Viall,-0.008153067280337043,7,6,-1,6,Neutral,"(-0.0139, -0.00476]",1
24,Nancy Kerrigan,-0.010983095434010834,6,1,-5,7,Neutral,"(-0.0139, -0.00476]",5
24,Bonner Bolton,0.03150544183459042,5,5,0,5,Fan-Favored,"(0.0228, 0.032]",0
24,Simone Biles,-0.01494421889023769,4,4,0,4,Judge-Favored,"(-0.0231, -0.0139]",0
24,Rashad Jennings,-0.0039110734059030735,3,3,0,1,Neutral,"(-0.00476, 0.00443]",0
24,Normani,0.0010299715686756584,2,2,0,3,Neutral,"(-0.00476, 0.00443]",0
24,Heather Morris,-0.018108413962656618,1,7,6,8,Judge-Favored,"(-0.0231, -0.0139]",6
25,Barbara Corcoran,-0.04007886825006182,13,12,-1,13,Judge-Favored,"(-0.0415, -0.0323]",1
25,Nick Lachey,0.03227569396589206,12,8,-4,9,Fan-Favored,"(0.032, 0.0412]",4
25,Sasha Pieterse,-0.01190860928660088,11,9,-2,10,Neutral,"(-0.0139, -0.00476]",2
25,Derek Fisher,0.021480664910756623,10,11,1,11,Fan-Favored,"(0.0136, 0.0228]",1
25,Victoria Arlen,-0.0018719139420330239,9,5,-4,5,Neutral,"(-0.00476, 0.00443]",4
25,Nikki Bella,-0.007276813615522608,8,7,-1,8,Neutral,"(-0.0139, -0.00476]",1
25,Terrell Owens,0.022921466627808425,7,6,-1,6,Fan-Favored,"(0.0228, 0.032]",1
25,Lindsey Stirling,-0.012075238665977388,6,4,-2,2,Neutral,"(-0.0139, -0.00476]",2
25,Drew Scott,0.011640205532604678,5,10,5,4,Neutral,"(0.00443, 0.0136]",5
25,Frankie Muniz,0.005945637298812112,4,2,-2,3,Neutral,"(0.00443, 0.0136]",2
25,Debbie Gibson,-0.06597544706725747,3,13,10,12,Judge-Favored,"(-0.0691, -0.0599]",10
25,Jordan Fisher,-0.005958242837633101,2,3,1,1,Neutral,"(-0.0139, -0.00476]",1
25,Vanessa Lachey,-0.01700508169775904,1,1,0,7,Judge-Favored,"(-0.0231, -0.0139]",0
26,Jamie Anderson,-0.06491032526018037,10,10,0,10,Judge-Favored,"(-0.0691, -0.0599]",0
26,Kareem Abdul-Jabbar,-0.03932265901133778,9,2,-7,8,Judge-Favored,"(-0.0415, -0.0323]",7
26,Jennie Finch Daigle,0.02190117996657158,8,8,0,6,Fan-Favored,"(0.0136, 0.0228]",0
26,Tonya Harding,0.015493397418579021,7,5,-2,3,Fan-Favored,"(0.0136, 0.0228]",2
26,Mirai Nagasu,0.010684014665017819,6,6,0,4,Neutral,"(0.00443, 0.0136]",0
26,Josh Norman,0.02279626547168322,5,4,-1,2,Fan-Favored,"(0.0136, 0.0228]",1
26,Arike Ogunbowale,-0.07825664018632997,4,9,5,7,Judge-Favored,"(-0.0784, -0.0691]",5
26,Chris Mazdzer,0.00016905147842878146,3,3,0,5,Neutral,"(-0.00476, 0.00443]",0
26,Johnny Damon,-0.055367320783240116,2,1,-1,9,Judge-Favored,"(-0.0599, -0.0507]",1
26,Adam Rippon,0.02600371363691284,1,7,6,1,Fan-Favored,"(0.0228, 0.032]",6
27,Nikki Glaser,-0.01910520148322596,13,13,0,13,Judge-Favored,"(-0.0231, -0.0139]",0
27,Danelle Umstead,0.009089624867948204,12,12,0,12,Neutral,"(0.00443, 0.0136]",0
27,Nancy McKeon,-0.003880830734646091,11,11,0,11,Neutral,"(-0.00476, 0.00443]",0
27,Bobby Bones,0.01689494645052436,10,6,-4,1,Fan-Favored,"(0.0136, 0.0228]",4
27,Joe Amabile,0.018558152058721307,9,9,0,6,Fan-Favored,"(0.0136, 0.0228]",0
27,John Schneider,-0.006941498259651126,8,4,-4,8,Neutral,"(-0.0139, -0.00476]",4
27,DeMarcus Ware,-0.006228123412741934,7,7,0,7,Neutral,"(-0.0139, -0.00476]",0
27,Milo Manheim,-0.009618841995662382,6,1,-5,2,Neutral,"(-0.0139, -0.00476]",5
27,Alexis Ren,-0.003932991783130004,5,5,0,4,Neutral,"(-0.00476, 0.00443]",0
27,Mary Lou Retton,-0.02123789535508035,4,8,4,9,Judge-Favored,"(-0.0231, -0.0139]",4
27,Evanna Lynch,0.007091735997305181,3,3,0,3,Neutral,"(0.00443, 0.0136]",0
27,Juan Pablo Di Pace,0.007850348189128747,2,2,0,5,Neutral,"(0.00443, 0.0136]",0
27,Tinashe,-0.018249618053909122,1,10,9,10,Judge-Favored,"(-0.0231, -0.0139]",9
28,Lamar Odom,0.0021527471474853503,12,10,-2,10,Neutral,"(-0.00476, 0.00443]",2
28,Mary Wilson,-0.03365276595018541,11,11,0,12,Judge-Favored,"(-0.0415, -0.0323]",0
28,Sean Spicer,0.020981714509585497,10,9,-1,6,Fan-Favored,"(0.0136, 0.0228]",1
28,Kate Flannery,-0.026182564409262664,9,8,-1,7,Judge-Favored,"(-0.0323, -0.0231]",1
28,Lauren Alaina,-0.0015866645136009348,8,5,-3,4,Neutral,"(-0.00476, 0.00443]",3
28,Hannah Brown,-0.0026348075852687743,7,3,-4,1,Neutral,"(-0.00476, 0.00443]",4
28,Karamo Brown,0.02236964671315497,6,6,0,8,Fan-Favored,"(0.0136, 0.0228]",0
28,James Van Der Beek,-0.010806207915818579,5,4,-1,5,Neutral,"(-0.0139, -0.00476]",1
28,Kel Mitchell,-0.005315009090388079,4,12,8,2,Neutral,"(-0.0139, -0.00476]",8
28,Sailor Brinkley-Cook,0.0174095024892177,3,7,4,9,Fan-Favored,"(0.0136, 0.0228]",4
28,Ally Brooke,0.0006470618410819016,2,2,0,3,Neutral,"(-0.00476, 0.00443]",0
28,Ray Lewis,0.012060389029493378,1,1,0,11,Neutral,"(0.00443, 0.0136]",0
29,Carole Baskin,-0.0019316774977400988,15,13,-2,14,Neutral,"(-0.00476, 0.00443]",2
29,Skai Jackson,-0.014252946899070678,14,14,0,5,Neutral,"(-0.0231, -0.0139]",0
29,Nelly,0.018177888110268683,13,5,-8,3,Fan-Favored,"(0.0136, 0.0228]",8
29,Anne Heche,-0.006068890310522738,12,12,0,13,Neutral,"(-0.0139, -0.00476]",0
29,Jesse Metcalfe,-0.010138218405839738,11,11,0,12,Neutral,"(-0.0139, -0.00476]",0
29,Veron Davis,-0.00632628569265174,10,15,5,11,Neutral,"(-0.0139, -0.00476]",5
29,Monica Aldama,0.002733234202994259,9,9,0,10,Neutral,"(-0.00476, 0.00443]",0
29,Chrishell Stause,0.006856559793577015,8,8,0,8,Neutral,"(0.00443, 0.0136]",0
29,AJ McLean,0.006116713035401483,7,7,0,7,Neutral,"(0.00443, 0.0136]",0
29,Johnny Weir,-0.019300166248942912,6,10,4,6,Judge-Favored,"(-0.0231, -0.0139]",4
29,Nev Schulman,-0.0199187020450719,5,6,1,2,Judge-Favored,"(-0.0231, -0.0139]",1
29,Justina Machado,0.024809797129948626,4,4,0,4,Fan-Favored,"(0.0228, 0.032]",0
29,Jeannie Mai,0.0037865112616634797,3,3,0,9,Neutral,"(-0.00476, 0.00443]",0
29,Kaitlyn Bristowe,0.003449387459691736,2,2,0,1,Neutral,"(-0.00476, 0.00443]",0
29,Charles Oakley,0.003503670138754099,1,1,0,15,Neutral,"(-0.00476, 0.00443]",0
30,Martin Kove,0.015684848935217165,15,14,-1,15,Fan-Favored,"(0.0136, 0.0228]",1
30,Matt James,0.005894834131572532,14,1,-13,12,Neutral,"(0.00443, 0.0136]",13
30,Christine Chiu,-0.015970680291291266,13,3,-10,14,Judge-Favored,"(-0.0231, -0.0139]",10
30,Brian Austin Green,0.013313733322232143,12,12,0,13,Fan-Favored,"(0.00443, 0.0136]",0
30,Melanie C,-0.0045555304959239065,11,11,0,11,Neutral,"(-0.00476, 0.00443]",0
30,Kenya Moore,-0.01500632089924136,10,15,5,10,Judge-Favored,"(-0.0231, -0.0139]",5
30,"Mike ""The Miz"" Mizanin",-0.012100104829171234,9,13,4,9,Neutral,"(-0.0139, -0.00476]",4
30,Iman Shumpert,0.016178245960193512,8,9,1,1,Fan-Favored,"(0.0136, 0.0228]",1
30,Melora Hardin,0.0018307631141500436,7,10,3,6,Neutral,"(-0.00476, 0.00443]",3
30,Cody Rigsby,0.012949688949861076,6,6,0,3,Neutral,"(0.00443, 0.0136]",0
30,Suni Lee,0.00024334405996085447,5,7,2,5,Neutral,"(-0.00476, 0.00443]",2
30,JoJo Siwa,-0.012886073469898878,4,5,1,2,Neutral,"(-0.0139, -0.00476]",1
30,Olivia Jade,-0.0069351306059832595,3,8,5,8,Neutral,"(-0.0139, -0.00476]",5
30,Amanda Kloots,0.007052341099664007,2,4,2,4,Neutral,"(0.00443, 0.0136]",2
30,Jimmie Allen,-0.007362945031230803,1,2,1,7,Neutral,"(-0.0139, -0.00476]",1
31,Jason Lewis,-0.0005004129436098417,16,16,0,16,Neutral,"(-0.00476, 0.00443]",0
31,Teresa Giudice,0.013110477693765558,15,15,0,15,Neutral,"(0.00443, 0.0136]",0
31,Cheryl Ladd,0.004638157378117906,14,14,0,14,Neutral,"(0.00443, 0.0136]",0
31,Sam Champion,0.0032712259957785508,13,13,0,13,Neutral,"(-0.00476, 0.00443]",0
31,Joseph Baena,0.0012052228318847878,12,2,-10,11,Neutral,"(-0.00476, 0.00443]",10
31,Jessie James Decker,0.013627833553523058,11,5,-6,10,Fan-Favored,"(0.0136, 0.0228]",6
31,Jordin Sparks,0.0016739570644625848,10,10,0,9,Neutral,"(-0.00476, 0.00443]",0
31,Heidi D'Amelio,0.003791976987785899,9,9,0,8,Neutral,"(-0.00476, 0.00443]",0
31,Trevor Donovan,-0.0036227729127244826,8,8,0,6,Neutral,"(-0.00476, 0.00443]",0
31,Wayne Brady,-0.01369882379228331,7,7,0,3,Neutral,"(-0.0139, -0.00476]",0
31,Gabby Windey,-0.010275589507877665,6,6,0,2,Neutral,"(-0.0139, -0.00476]",0
31,Selma Blair,-0.01553328667828482,5,12,7,12,Judge-Favored,"(-0.0231, -0.0139]",7
31,Daniel Durant,-0.003744068475797289,4,4,0,5,Neutral,"(-0.00476, 0.00443]",0
31,Charli D'Amelio,0.008451873367284687,3,3,0,1,Neutral,"(0.00443, 0.0136]",0
31,Vinny Guadagnino,0.017749168034918387,2,11,9,7,Fan-Favored,"(0.0136, 0.0228]",9
31,Shangela,-0.0025366488457945076,1,1,0,4,Neutral,"(-0.00476, 0.00443]",0
32,Matt Walsh,0.003959188162290149,14,14,0,14,Neutral,"(-0.00476, 0.00443]",0
32,Jamie Lynn Spears,-0.012424726907092471,13,13,0,13,Neutral,"(-0.0139, -0.00476]",0
32,Tyson Beckford,-0.000550359615613942,12,12,0,12,Neutral,"(-0.00476, 0.00443]",0
32,Mira Sorvino,-0.004842102200064857,11,11,0,10,Neutral,"(-0.0139, -0.00476]",0
32,Harry Jowsey,0.018630707790574248,10,10,0,6,Fan-Favored,"(0.0136, 0.0228]",0
32,Barry Williams,0.0015709073213039763,9,7,-2,7,Neutral,"(-0.00476, 0.00443]",2
32,Lele Pons,0.0022509317174715104,8,8,0,8,Neutral,"(-0.00476, 0.00443]",0
32,Alyson Hannigan,-0.004248844737239769,7,6,-1,5,Neutral,"(-0.00476, 0.00443]",1
32,Xochitl Gomez,-0.012767672933822383,6,3,-3,1,Neutral,"(-0.0139, -0.00476]",3
32,Jason Mraz,-0.002940859129396027,5,5,0,2,Neutral,"(-0.00476, 0.00443]",0
32,Ariana Madix,0.0013093338569580533,4,4,0,3,Neutral,"(-0.00476, 0.00443]",0
32,Adrian Peterson,0.018397032975664657,3,2,-1,11,Fan-Favored,"(0.0136, 0.0228]",1
32,Mauricio Umansky,0.002037486433946601,2,9,7,9,Neutral,"(-0.00476, 0.00443]",7
32,Charity Lawson,-0.002721170303334619,1,1,0,4,Neutral,"(-0.00476, 0.00443]",0
33,Eric Roberts,-0.014620605101231572,13,13,0,10,Judge-Favored,"(-0.0231, -0.0139]",0
33,Tori Spelling,-0.03520633869528028,12,12,0,12,Judge-Favored,"(-0.0415, -0.0323]",0
33,Reginald VelJohnson,0.0167666753841774,11,11,0,10,Fan-Favored,"(0.0136, 0.0228]",0
33,Brooks Nader,0.01818933812667637,10,10,0,9,Fan-Favored,"(0.0136, 0.0228]",0
33,Phaedra Parks,-0.0054095020592550445,9,9,0,8,Neutral,"(-0.0139, -0.00476]",0
33,Stephen Nedoroscik,0.008467329001168799,8,5,-3,4,Neutral,"(0.00443, 0.0136]",3
33,Dwight Howard ,-0.002586214573146258,7,7,0,6,Neutral,"(-0.00476, 0.00443]",0
33,Ilona Maher,-0.02126929669050015,6,8,2,2,Judge-Favored,"(-0.0231, -0.0139]",2
33,Danny Amendola,0.00373515459017071,5,2,-3,5,Neutral,"(-0.00476, 0.00443]",3
33,Joey Graziadei,-0.0024069486327049005,4,4,0,1,Neutral,"(-0.00476, 0.00443]",0
33,Chandler Kinney,-0.016876069239924796,3,6,3,3,Judge-Favored,"(-0.0231, -0.0139]",3
33,Anna Delvey,0.010896241486147817,2,3,1,12,Neutral,"(0.00443, 0.0136]",1
33,Jenn Tran,0.04495402035285515,1,1,0,7,Fan-Favored,"(0.0412, 0.0504]",0
34,Andy Richter,0.012848493693496436,14,14,0,7,Neutral,"(0.00443, 0.0136]",0
34,Baron Davis,-0.01805523770679619,13,2,-11,13,Judge-Favored,"(-0.0231, -0.0139]",11
34,Lauren Jauregui,-0.02258502916223892,12,12,0,12,Judge-Favored,"(-0.0231, -0.0139]",0
34,Hilaria Baldwin,0.008503367061230867,11,11,0,11,Neutral,"(0.00443, 0.0136]",0
34,Jen Affleck,-0.029691964792899546,10,10,0,9,Judge-Favored,"(-0.0323, -0.0231]",0
34,Scott Hoying,-0.004429772741360257,9,9,0,10,Neutral,"(-0.00476, 0.00443]",0
34,Danielle Fishel,0.016707821646438005,8,8,0,8,Fan-Favored,"(0.0136, 0.0228]",0
34,Dylan Efron,0.004624302895626347,7,7,0,4,Neutral,"(0.00443, 0.0136]",0
34,Elaine Hendrix,0.011246396784549823,6,6,0,5,Neutral,"(0.00443, 0.0136]",0
34,Jordan Chiles,-0.0006611147929361592,5,3,-2,3,Neutral,"(-0.00476, 0.00443]",2
34,Robert Irwin,0.007166190075366607,4,1,-3,1,Neutral,"(0.00443, 0.0136]",3
34,Whitney Leavitt,-0.016721330023940655,3,5,2,6,Judge-Favored,"(-0.0231, -0.0139]",2
34,Alix Earle,-0.004832801615043867,2,4,2,2,Neutral,"(-0.0139, -0.00476]",2
34,Corey Feldman,0.014608030828541896,1,13,12,13,Fan-Favored,"(0.0136, 0.0228]",12
